-2.407789965243423147e+00,4.621828600042722224e-01,-6.192666388861488569e-01,-1.601895628810091399e+00
-2.383024285116290386e+00,-4.967584506345778528e-01,-4.779220438538867577e-01,-3.293845383689706807e+00
-2.377487885219335961e+00,-7.245138487229163538e-01,-4.966143366576369900e-01,-2.259647406365335787e+00
-2.314371072668666596e+00,-5.464588428731130820e-01,-5.395949264890567143e-01,-2.982961805889699392e+00
-2.371990975757531039e+00,-1.168385388601689279e+00,-2.241149432904502303e-01,-2.594964941445082829e+00
-2.431354110009135372e+00,-7.626908038946559332e-01,-4.841935200515833371e-01,-1.113214816443785171e+00
-2.402170136020998825e+00,7.724932101767899573e-01,-5.852662387023738200e-01,-2.539327857082233741e+00
-2.359921563372066711e+00,-1.376438088323174824e+00,-3.287999466801299620e-01,-1.902917414948044339e+00
-2.325184611542230328e+00,-1.295082116154353091e+00,-2.890967040717273839e-01,-2.856735960699785082e+00
-2.377491152275985620e+00,-1.224945622260491751e+00,-3.700844593540659200e-01,-3.123453881096021068e+00
-2.406488754440857303e+00,-3.193224039043062734e-01,-5.910492876393593775e-01,-2.961604026428958036e+00
-2.376752370615828447e+00,-6.496486422207673472e-01,-5.361469028809745518e-01,-7.892453128159403475e-01
-2.344307316180214151e+00,-8.138595317066701362e-01,-5.027840504703657842e-01,-3.269968638312412690e+00
-2.291205477828504478e+00,-1.588861082033458105e+00,-1.164678504103614787e-01,-2.424629718478364282e+00
-2.386901548448043808e+00,-8.838980562095299920e-01,-4.926769639921926847e-01,-2.161857212709101361e+00
-2.371115504845123123e+00,-9.160926357744260118e-01,-5.023749471866849614e-01,-2.778723107717647078e+00
-2.373387675000109276e+00,-1.100596150967999343e+00,-4.201872582852044236e-01,-2.646484403223363202e+00
-2.378380761899802742e+00,-1.342384496469574584e+00,-2.143365153499450781e-01,-1.708757184743757040e+00
-2.354884505844933695e+00,-1.355181478689543084e+00,-2.200484144248134322e-01,-2.271756594312672739e+00
-2.336381400269366804e+00,-1.107290620598005093e+00,-4.015654691173131674e-01,-5.528345338262539155e-01
-2.268437657559671194e+00,-1.460479655495467544e+00,-4.873327268239377452e-02,-1.605248308666472390e+00
